condition_id,seed,profile,m,k,topology,contact_prob,epoch_length,traffic_regime,attack_type,has_real_attack,approach,scenario,num_nodes,time_to_first_local_suspicion,time_to_median_local_suspicion,time_to_first_regional_coord,time_to_median_regional_coord,time_to_fleet_awareness,false_escalation_count,true_coord_hits,missed_coord_attacks,stale_pressure_events,total_bytes,total_merges,bytes_per_node,mean_packet_size,max_saturation_pct,steps_in_harmful_saturation,final_saturation_variance,degradation_under_malicious,layer_a_fp_rate,layer_a_campaign_recall,layer_a_sat_pct
78,50411,good_regime_192000,192000,13,star_sparse,0.15,100,coordinated_bursty,distributed_campaign,True,local_only,coordinated_bursty_good_regime_192000,12,62,70,,,70,0,0,12,0,0,0,0.0,0.0,37.31666666666666,0,6.943333333333331,0.0,,,
78,50411,good_regime_192000,192000,13,star_sparse,0.15,100,coordinated_bursty,distributed_campaign,True,exact_gossip,coordinated_bursty_good_regime_192000,12,8,10,19,25,10,0,12,0,290,6211952,1896,517662.6666666667,3276.3459915611816,95.0,355,0.0,0.0,,,
79,50411,good_regime_192000,192000,13,regional_mesh,0.4,200,low_and_slow,distributed_campaign,True,ghost_meadow,low_and_slow_good_regime_192000,12,,,,,,0,0,12,0,404630832,8427,33719236.0,48016.0,16.74548611111111,0,0.005189998297043843,0.0,0.0,1.0,2.021875
79,50411,good_regime_192000,192000,13,regional_mesh,0.4,200,low_and_slow,distributed_campaign,True,local_only,low_and_slow_good_regime_192000,12,62,68,172,181,68,0,12,0,0,0,0,0.0,0.0,71.56666666666666,0,5.298888888888886,0.0,,,
79,50411,good_regime_192000,192000,13,regional_mesh,0.4,200,low_and_slow,distributed_campaign,True,exact_gossip,low_and_slow_good_regime_192000,12,6,8,16,17,8,0,12,0,416,31060540,8427,2588378.3333333335,3685.8360033226536,95.0,439,0.0,0.0,,,
80,50411,good_regime_192000,192000,13,partitioned_clusters,0.7,300,poison_heavy,poison_flood,True,ghost_meadow,poison_heavy_good_regime_192000,12,,,,,,0,0,0,0,956766816,19929,79730568.0,48008.77194038838,20.426278409090912,0,0.0009744327149333921,0.0,0.0,1.0,2.021875
80,50411,good_regime_192000,192000,13,partitioned_clusters,0.7,300,poison_heavy,poison_flood,True,local_only,poison_heavy_good_regime_192000,12,64,70,166,182,70,11,0,0,33,0,0,0.0,0.0,95.0,73,5.5114049586776765,0.0,,,
80,50411,good_regime_192000,192000,13,partitioned_clusters,0.7,300,poison_heavy,poison_flood,True,exact_gossip,poison_heavy_good_regime_192000,12,6,6,17,17,6,11,0,0,444,69982192,19920,5831849.333333333,3513.162248995984,95.0,460,0.0,0.0,,,
81,50411,good_regime_192000,192000,13,full_mesh,0.15,100,collusion_3,coordinated_poison,True,ghost_meadow,collusion_3_good_regime_192000,12,,,,,,0,0,0,0,357383088,7413,29781924.0,48210.31808984217,10.471527777777776,0,0.0007147593557098852,0.0,0.0,1.0,2.021875
81,50411,good_regime_192000,192000,13,full_mesh,0.15,100,collusion_3,coordinated_poison,True,local_only,collusion_3_good_regime_192000,12,65,69,,,69,0,0,0,0,0,0,0.0,0.0,36.0,0,3.7965432098765444,0.0,,,
81,50411,good_regime_192000,192000,13,full_mesh,0.15,100,collusion_3,coordinated_poison,True,exact_gossip,collusion_3_good_regime_192000,12,8,8,18,19,8,9,0,0,351,18989848,7449,1582487.3333333333,2549.3150758491074,95.0,388,0.0,0.0,,,
82,50411,good_regime_192000,192000,13,ring,0.4,200,namespace_flood,namespace_flood,True,ghost_meadow,namespace_flood_good_regime_192000,12,18,24,72,77,24,11,0,0,160,208701544,4381,17391795.333333332,47637.878110020545,93.88939393939395,169,1.6693721034923106,0.0,0.0,1.0,2.021875
82,50411,good_regime_192000,192000,13,ring,0.4,200,namespace_flood,namespace_flood,True,local_only,namespace_flood_good_regime_192000,12,64,70,166,182,70,11,0,0,0,0,0,0.0,0.0,70.72727272727273,0,4.487272727272726,0.0,,,
82,50411,good_regime_192000,192000,13,ring,0.4,200,namespace_flood,namespace_flood,True,exact_gossip,namespace_flood_good_regime_192000,12,4,7,4,7,7,11,0,0,455,15855290,4305,1321274.1666666667,3682.994192799071,95.0,475,0.0,0.0,,,
83,50411,good_regime_192000,192000,13,star_sparse,0.7,300,stale_replay,replay_stale,True,ghost_meadow,stale_replay_good_regime_192000,12,,,,,,0,0,11,0,250595504,5283,20882958.666666668,47434.3183797085,20.47675189393939,0,0.004228040346648256,0.0,0.0,1.0,2.021875
83,50411,good_regime_192000,192000,13,star_sparse,0.7,300,stale_replay,replay_stale,True,local_only,stale_replay_good_regime_192000,12,64,70,166,182,70,0,11,0,33,0,0,0.0,0.0,95.0,73,5.5114049586776765,0.0,,,
83,50411,good_regime_192000,192000,13,star_sparse,0.7,300,stale_replay,replay_stale,True,exact_gossip,stale_replay_good_regime_192000,12,25,45,70,141,45,0,11,0,177,6674430,5205,556202.5,1282.3112391930836,95.0,261,0.0,0.0,,,
84,50548,negative_control_4096,4096,2,partitioned_clusters,0.15,200,benign_heavy,none,False,ghost_meadow,benign_heavy_negative_control_4096,12,21,26,89,94,26,12,0,0,217,4922320,4733,410193.3333333333,1040.0,79.8095703125,0,0.609490606519911,0.0,0.015,1.0,13.4521484375
84,50548,negative_control_4096,4096,2,partitioned_clusters,0.15,200,benign_heavy,none,False,local_only,benign_heavy_negative_control_4096,12,37,42,107,113,42,12,0,0,61,0,0,0.0,0.0,95.0,121,2.6541666666666632,0.0,,,
84,50548,negative_control_4096,4096,2,partitioned_clusters,0.15,200,benign_heavy,none,False,exact_gossip,benign_heavy_negative_control_4096,12,6,8,13,14,8,12,0,0,418,17557516,4733,1463126.3333333333,3709.5956053243185,95.0,448,0.0,0.0,,,
85,50548,negative_control_4096,4096,2,full_mesh,0.4,300,coordinated_bursty,distributed_campaign,True,ghost_meadow,coordinated_bursty_negative_control_4096,12,29,45,210,210,45,0,12,0,279,27604720,26543,2300393.3333333335,1040.0,81.4453125,20,0.00023179584079318564,0.0,0.015,1.0,13.4521484375
85,50548,negative_control_4096,4096,2,full_mesh,0.4,300,coordinated_bursty,distributed_campaign,True,local_only,coordinated_bursty_negative_control_4096,12,65,69,173,182,69,0,12,0,32,0,0,0.0,0.0,95.0,75,7.518888888888893,0.0,,,
85,50548,negative_control_4096,4096,2,full_mesh,0.4,300,coordinated_bursty,distributed_campaign,True,exact_gossip,coordinated_bursty_negative_control_4096,12,6,6,16,16,6,0,12,0,448,101275652,26543,8439637.666666666,3815.531477225634,95.0,463,0.0,0.0,,,
86,50548,negative_control_4096,4096,2,ring,0.7,100,low_and_slow,distributed_campaign,True,ghost_meadow,low_and_slow_negative_control_4096,12,30,32,,,32,0,0,12,11,8763040,8426,730253.3333333334,1040.0,56.547037760416664,0,0.03898723257912529,0.0,0.015,1.0,13.4521484375
86,50548,negative_control_4096,4096,2,ring,0.7,100,low_and_slow,distributed_campaign,True,local_only,low_and_slow_negative_control_4096,12,65,67,,,67,0,0,12,0,0,0,0.0,0.0,37.083333333333336,0,5.089722222222222,0.0,,,
86,50548,negative_control_4096,4096,2,ring,0.7,100,low_and_slow,distributed_campaign,True,exact_gossip,low_and_slow_negative_control_4096,12,6,7,16,17,7,0,12,0,360,29293904,8426,2441158.6666666665,3476.6085924519343,95.0,398,0.0,0.0,,,
87,50548,negative_control_4096,4096,2,star_sparse,0.15,200,poison_heavy,poison_flood,True,ghost_meadow,poison_heavy_negative_control_4096,12,36,42,,,42,0,0,0,193,866320,829,72193.33333333333,1045.0180940892642,72.16796875,0,4.523992538452148,0.0,0.015,1.0,13.4521484375
87,50548,negative_control_4096,4096,2,star_sparse,0.15,200,poison_heavy,poison_flood,True,local_only,poison_heavy_negative_control_4096,12,66,68,179,182,68,11,0,0,0,0,0,0.0,0.0,70.39999999999999,0,2.5269421487603294,0.0,,,
87,50548,negative_control_4096,4096,2,star_sparse,0.15,200,poison_heavy,poison_flood,True,exact_gossip,poison_heavy_negative_control_4096,12,45,47,142,147,47,11,0,0,47,309134,843,25761.166666666668,366.7069988137604,95.0,108,3.1054545454545393,0.0,,,
88,50548,negative_control_4096,4096,2,regional_mesh,0.4,300,collusion_3,coordinated_poison,True,ghost_meadow,collusion_3_negative_control_4096,12,33,34,142,144,34,9,0,0,256,6487000,6267,540583.3333333334,1035.1045157172491,83.69683159722223,47,0.007417466905381944,0.0,0.015,1.0,13.4521484375
88,50548,negative_control_4096,4096,2,regional_mesh,0.4,300,collusion_3,coordinated_poison,True,local_only,collusion_3_negative_control_4096,12,61,69,173,188,69,9,0,0,31,0,0,0.0,0.0,95.0,73,2.8809876543209776,0.0,,,
88,50548,negative_control_4096,4096,2,regional_mesh,0.4,300,collusion_3,coordinated_poison,True,exact_gossip,collusion_3_negative_control_4096,12,9,9,22,23,9,9,0,0,427,19962702,6207,1663558.5,3216.159497341711,95.0,440,0.0,0.0,,,
89,50548,negative_control_4096,4096,2,partitioned_clusters,0.7,100,namespace_flood,namespace_flood,True,ghost_meadow,namespace_flood_negative_control_4096,12,2,2,8,10,2,11,0,0,317,20705360,19906,1725446.6666666667,1040.1567366623128,100.0,425,0.0,0.0,0.015,1.0,13.4521484375
89,50548,negative_control_4096,4096,2,partitioned_clusters,0.7,100,namespace_flood,namespace_flood,True,local_only,namespace_flood_negative_control_4096,12,66,68,,,68,0,0,0,0,0,0,0.0,0.0,36.309090909090905,0,2.5269421487603294,0.0,,,
89,50548,negative_control_4096,4096,2,partitioned_clusters,0.7,100,namespace_flood,namespace_flood,True,exact_gossip,namespace_flood_negative_control_4096,12,1,2,2,2,2,11,0,0,465,75117866,19922,6259822.166666667,3770.5986346752334,95.0,493,0.0,0.0,,,
90,50548,negative_control_4096,4096,2,full_mesh,0.15,200,stale_replay,replay_stale,True,ghost_meadow,stale_replay_negative_control_4096,12,31,32,138,141,32,0,11,0,184,9601280,9236,800106.6666666666,1039.549588566479,73.79039417613636,0,0.03205843208249935,0.0,0.015,1.0,13.4521484375
90,50548,negative_control_4096,4096,2,full_mesh,0.15,200,stale_replay,replay_stale,True,local_only,stale_replay_negative_control_4096,12,66,68,179,182,68,0,11,0,0,0,0,0.0,0.0,70.39999999999999,0,2.5269421487603294,0.0,,,
90,50548,negative_control_4096,4096,2,full_mesh,0.15,200,stale_replay,replay_stale,True,exact_gossip,stale_replay_negative_control_4096,12,7,8,17,18,8,0,11,0,419,31679424,9231,2639952.0,3431.8518037049075,95.0,442,0.0,0.0,,,
91,50548,good_regime_32768,32768,7,ring,0.4,300,benign_heavy,none,False,ghost_meadow,benign_heavy_good_regime_32768,12,46,49,,,49,0,0,0,338,39308112,4789,3275676.0,8208.0,54.88001505533854,0,0.00913549835483233,0.0,0.0,1.0,6.1737060546875
91,50548,good_regime_32768,32768,7,ring,0.4,300,benign_heavy,none,False,local_only,benign_heavy_good_regime_32768,12,37,42,107,113,42,12,0,0,164,0,0,0.0,0.0,95.0,222,0.0,0.0,,,
91,50548,good_regime_32768,32768,7,ring,0.4,300,benign_heavy,none,False,exact_gossip,benign_heavy_good_regime_32768,12,6,9,12,16,9,12,0,0,451,18254156,4789,1521179.6666666667,3811.684276466903,95.0,466,0.0,0.0,,,
92,50548,good_regime_32768,32768,7,star_sparse,0.7,100,coordinated_bursty,distributed_campaign,True,ghost_meadow,coordinated_bursty_good_regime_32768,12,74,75,,,75,0,0,12,24,63415008,7726,5284584.0,8208.0,31.5765380859375,0,0.005407038972609572,0.0,0.0,1.0,6.1737060546875
92,50548,good_regime_32768,32768,7,star_sparse,0.7,100,coordinated_bursty,distributed_campaign,True,local_only,coordinated_bursty_good_regime_32768,12,65,69,,,69,0,0,12,0,0,0,0.0,0.0,37.75000000000001,0,4.534166666666666,0.0,,,
92,50548,good_regime_32768,32768,7,star_sparse,0.7,100,coordinated_bursty,distributed_campaign,True,exact_gossip,coordinated_bursty_good_regime_32768,12,6,6,16,20,6,0,12,0,368,27247288,7726,2270607.3333333335,3526.700491845716,95.0,405,0.0,0.0,,,
93,50548,good_regime_32768,32768,7,regional_mesh,0.15,200,low_and_slow,distributed_campaign,True,ghost_meadow,low_and_slow_good_regime_32768,12,79,81,,,81,0,0,12,180,26380512,3214,2198376.0,8208.0,43.48882039388021,0,0.15497181771530044,0.0,0.0,1.0,6.1737060546875
93,50548,good_regime_32768,32768,7,regional_mesh,0.15,200,low_and_slow,distributed_campaign,True,local_only,low_and_slow_good_regime_32768,12,65,67,172,184,67,0,12,0,0,0,0,0.0,0.0,71.68333333333334,0,5.089722222222222,0.0,,,
93,50548,good_regime_32768,32768,7,regional_mesh,0.15,200,low_and_slow,distributed_campaign,True,exact_gossip,low_and_slow_good_regime_32768,12,10,14,19,22,14,0,12,0,396,11457264,3214,954772.0,3564.7990043559425,95.0,423,0.0,0.0,,,
94,50548,good_regime_32768,32768,7,partitioned_clusters,0.4,300,poison_heavy,poison_flood,True,ghost_meadow,poison_heavy_good_regime_32768,12,77,78,,,78,0,0,0,296,93866688,11431,7822224.0,8211.59023707462,51.25871138139205,0,0.028938424488729686,0.0,0.0,1.0,6.1737060546875
94,50548,good_regime_32768,32768,7,partitioned_clusters,0.4,300,poison_heavy,poison_flood,True,local_only,poison_heavy_good_regime_32768,12,66,68,179,182,68,11,0,0,29,0,0,0.0,0.0,95.0,69,6.027768595041306,0.0,,,
94,50548,good_regime_32768,32768,7,partitioned_clusters,0.4,300,poison_heavy,poison_flood,True,exact_gossip,poison_heavy_good_regime_32768,12,8,8,17,17,8,11,0,0,441,40117876,11463,3343156.3333333335,3499.7710895926025,95.0,458,0.0,0.0,,,
95,50548,good_regime_32768,32768,7,full_mesh,0.7,100,collusion_3,coordinated_poison,True,ghost_meadow,collusion_3_good_regime_32768,12,,,,,,0,0,0,1,284333328,34607,23694444.0,8216.064033288063,30.04828559027778,0,0.0,0.0,0.0,1.0,6.1737060546875
95,50548,good_regime_32768,32768,7,full_mesh,0.7,100,collusion_3,coordinated_poison,True,local_only,collusion_3_good_regime_32768,12,61,69,,,69,0,0,0,0,0,0,0.0,0.0,36.55555555555556,0,1.4143209876543201,0.0,,,
95,50548,good_regime_32768,32768,7,full_mesh,0.7,100,collusion_3,coordinated_poison,True,exact_gossip,collusion_3_good_regime_32768,12,7,7,18,18,7,9,0,0,357,89258968,34590,7438247.333333333,2580.4847643827698,95.0,397,0.0,0.0,,,
96,50548,good_regime_32768,32768,7,ring,0.15,200,namespace_flood,namespace_flood,True,ghost_meadow,namespace_flood_good_regime_32768,12,10,29,24,44,29,11,0,0,250,13768920,1663,1147410.0,8279.56704750451,99.97752796519886,319,2.170040556960855,0.0,0.0,1.0,6.1737060546875
96,50548,good_regime_32768,32768,7,ring,0.15,200,namespace_flood,namespace_flood,True,local_only,namespace_flood_good_regime_32768,12,66,68,179,182,68,11,0,0,0,0,0,0.0,0.0,70.39999999999999,0,2.5269421487603294,0.0,,,
96,50548,good_regime_32768,32768,7,ring,0.15,200,namespace_flood,namespace_flood,True,exact_gossip,namespace_flood_good_regime_32768,12,2,15,2,15,15,11,0,0,395,5917988,1665,493165.6666666667,3554.347147147147,95.0,429,0.0,0.0,,,
97,50548,good_regime_32768,32768,7,star_sparse,0.4,300,stale_replay,replay_stale,True,ghost_meadow,stale_replay_good_regime_32768,12,76,76,,,76,0,0,11,297,17991936,2186,1499328.0,8230.528819762123,51.18047540838068,0,0.08179952413582604,0.0,0.0,1.0,6.1737060546875
97,50548,good_regime_32768,32768,7,star_sparse,0.4,300,stale_replay,replay_stale,True,local_only,stale_replay_good_regime_32768,12,66,68,179,182,68,0,11,0,29,0,0,0.0,0.0,95.0,69,6.027768595041306,0.0,,,
97,50548,good_regime_32768,32768,7,star_sparse,0.4,300,stale_replay,replay_stale,True,exact_gossip,stale_replay_good_regime_32768,12,45,46,142,146,46,0,11,0,170,1360564,2228,113380.33333333333,610.6660682226212,95.0,229,0.0,0.0,,,
98,50548,good_regime_192000,192000,13,regional_mesh,0.7,100,benign_heavy,none,False,ghost_meadow,benign_heavy_good_regime_192000,12,,,,,,0,0,0,0,706891552,14722,58907629.333333336,48016.0,14.78337673611111,0,0.0009162262339650869,0.0,0.0,1.0,2.0052083333333335
98,50548,good_regime_192000,192000,13,regional_mesh,0.7,100,benign_heavy,none,False,local_only,benign_heavy_good_regime_192000,12,37,42,,,42,0,0,0,0,0,0,0.0,0.0,59.25,0,2.6541666666666632,0.0,,,
98,50548,good_regime_192000,192000,13,regional_mesh,0.7,100,benign_heavy,none,False,exact_gossip,benign_heavy_good_regime_192000,12,4,4,10,10,4,12,0,0,408,54261304,14722,4521775.333333333,3685.72911289227,95.0,440,0.0,0.0,,,
99,50548,good_regime_192000,192000,13,partitioned_clusters,0.15,200,coordinated_bursty,distributed_campaign,True,ghost_meadow,coordinated_bursty_good_regime_192000,12,,,,,,0,0,12,0,227259728,4733,18938310.666666668,48016.0,17.12452256944444,0,0.07550643167377988,0.0,0.0,1.0,2.0052083333333335
99,50548,good_regime_192000,192000,13,partitioned_clusters,0.15,200,coordinated_bursty,distributed_campaign,True,local_only,coordinated_bursty_good_regime_192000,12,65,69,173,182,69,0,12,0,0,0,0,0.0,0.0,73.01666666666667,0,4.534166666666666,0.0,,,
99,50548,good_regime_192000,192000,13,partitioned_clusters,0.15,200,coordinated_bursty,distributed_campaign,True,exact_gossip,coordinated_bursty_good_regime_192000,12,8,9,21,25,9,0,12,0,383,16927652,4733,1410637.6666666667,3576.5163743925627,95.0,423,0.0,0.0,,,
100,50548,good_regime_192000,192000,13,full_mesh,0.4,300,low_and_slow,distributed_campaign,True,ghost_meadow,low_and_slow_good_regime_192000,12,,,,,,0,0,12,0,1274488688,26543,106207390.66666667,48016.0,20.35620659722223,0,6.128193419659265e-05,0.0,0.0,1.0,2.0052083333333335
100,50548,good_regime_192000,192000,13,full_mesh,0.4,300,low_and_slow,distributed_campaign,True,local_only,low_and_slow_good_regime_192000,12,65,67,172,184,67,0,12,0,32,0,0,0.0,0.0,95.0,72,5.918888888888888,0.0,,,
100,50548,good_regime_192000,192000,13,full_mesh,0.4,300,low_and_slow,distributed_campaign,True,exact_gossip,low_and_slow_good_regime_192000,12,6,6,16,16,6,0,12,0,447,101206108,26543,8433842.333333334,3812.911426741514,95.0,463,0.0,0.0,,,
101,50548,good_regime_192000,192000,13,ring,0.7,100,poison_heavy,poison_flood,True,ghost_meadow,poison_heavy_good_regime_192000,12,,,,,,0,0,0,0,370611496,7710,30884291.333333332,48068.935927367056,10.701041666666667,0,0.003981285690713977,0.0,0.0,1.0,2.0052083333333335
101,50548,good_regime_192000,192000,13,ring,0.7,100,poison_heavy,poison_flood,True,local_only,poison_heavy_good_regime_192000,12,66,68,,,68,0,0,0,0,0,0,0.0,0.0,36.309090909090905,0,2.5269421487603294,0.0,,,
101,50548,good_regime_192000,192000,13,ring,0.7,100,poison_heavy,poison_flood,True,exact_gossip,poison_heavy_good_regime_192000,12,7,8,18,19,8,11,0,0,343,24067284,7727,2005607.0,3114.699624692636,95.0,388,0.0,0.0,,,
102,50548,good_regime_192000,192000,13,star_sparse,0.15,200,collusion_3,coordinated_poison,True,ghost_meadow,collusion_3_good_regime_192000,12,,,,,,0,0,0,0,33035008,680,2752917.3333333335,48580.89411764706,16.897395833333334,0,0.3532582090192047,0.0,0.0,1.0,2.0052083333333335
102,50548,good_regime_192000,192000,13,star_sparse,0.15,200,collusion_3,coordinated_poison,True,local_only,collusion_3_good_regime_192000,12,61,69,173,188,69,9,0,0,0,0,0,0.0,0.0,70.55555555555556,0,1.4143209876543201,0.0,,,
102,50548,good_regime_192000,192000,13,star_sparse,0.15,200,collusion_3,coordinated_poison,True,exact_gossip,collusion_3_good_regime_192000,12,44,47,140,151,47,9,0,0,49,260846,697,21737.166666666668,374.2410329985653,95.0,106,2.5550617283950583,0.0,,,
103,50548,good_regime_192000,192000,13,regional_mesh,0.4,300,namespace_flood,namespace_flood,True,ghost_meadow,namespace_flood_good_regime_192000,12,18,19,70,71,19,11,0,0,255,358967616,7486,29913968.0,47951.858936681805,98.58839962121213,277,0.008373207393537072,0.0,0.0,1.0,2.0052083333333335
103,50548,good_regime_192000,192000,13,regional_mesh,0.4,300,namespace_flood,namespace_flood,True,local_only,namespace_flood_good_regime_192000,12,66,68,179,182,68,11,0,0,29,0,0,0.0,0.0,95.0,69,6.027768595041306,0.0,,,
103,50548,good_regime_192000,192000,13,regional_mesh,0.4,300,namespace_flood,namespace_flood,True,exact_gossip,namespace_flood_good_regime_192000,12,1,2,2,3,2,11,0,0,482,27545934,7444,2295494.5,3700.421010209565,95.0,493,0.0,0.0,,,
104,50548,good_regime_192000,192000,13,partitioned_clusters,0.7,100,stale_replay,replay_stale,True,ghost_meadow,stale_replay_good_regime_192000,12,,,,,,0,0,11,0,955950544,19906,79662545.33333333,48023.23641113232,11.112405303030302,0,0.0067822175949839745,0.0,0.0,1.0,2.0052083333333335
104,50548,good_regime_192000,192000,13,partitioned_clusters,0.7,100,stale_replay,replay_stale,True,local_only,stale_replay_good_regime_192000,12,66,68,,,68,0,0,11,0,0,0,0.0,0.0,36.309090909090905,0,2.5269421487603294,0.0,,,
104,50548,good_regime_192000,192000,13,partitioned_clusters,0.7,100,stale_replay,replay_stale,True,exact_gossip,stale_replay_good_regime_192000,12,7,7,17,17,7,0,11,0,368,65297590,19922,5441465.833333333,3277.66238329485,95.0,409,0.0,0.0,,,
